X,Y,Data,Ora,Luogo_corr,INCIDENTE,lon,lat
13.330654,38.104291,19/01/2017,07:30,VIALE REGIONE SICILIANA di fronte al civico 113,F,13.330653999999999,38.104291000000003
13.348666,38.098829,25/01/2017,18:10,VIA ARTALE VITO GEN. intersezione con VIA VITALI VINCENZO,C,13.348666000000000,38.098829000000002
13.34736,38.107167,25/01/2017,19:30,CORSO PISANI PIETRO intersezione con PIAZZA INDIPENDENZA,F,13.347360000000000,38.107166999999997
13.384321,38.102181,26/01/2017,01:10,P.LE COSENZ ENRICO intersezione con VIA CANZIO STEFANO,F,13.384321000000000,38.102181000000002
13.346708,38.154041,26/01/2017,10:25,VIALE ERCOLE intersezione con VIA DIANA,F,13.346708000000000,38.154040999999999
13.361235,38.118525,26/01/2017,12:45,VIA BANDIERA intersezione con VIA ROMA,F,13.361235000000001,38.118524999999998
13.346145,38.098061,26/01/2017,20:55,VIA BASILE ERNESTO altezza del civico 206,F,13.346145000000000,38.098061000000001
13.313505,38.125338,26/01/2017,22:30,VIA ADUA intersezione VIA FORTE DI MACALLE',F,13.313504999999999,38.125337999999999
13.361483,38.115612,27/01/2017,04:30,VIA MAQUEDA intersezione con VIA S.AGOSTINO,R,13.361483000000000,38.115611999999999
13.367467,38.118795,27/01/2017,10:15,VIA PORTO SALVO nr. 03,F,13.367467000000000,38.118794999999999
13.358746,38.136734,27/01/2017,05:00,VIA MONTEPELLEGRINO di fronte al civico 49,C,13.358746000000000,38.136733999999997
13.371222,38.10062,27/01/2017,11:30,VIA ORETO intersezione con VIA SONNINO SIDNEY,F,13.371221999999999,38.100619999999999
13.36227,38.141376,27/01/2017,12:40,VIA DON ORIONE intersezione con VIA RIZZO AMMIRAGLIO,F,13.362270000000001,38.141376000000001
13.348798,38.13524,15/01/2017,12:40,VIA DELLA LIBERTA' altezza (inters.) VIA MAZZINI,C,13.348798000000000,38.135240000000003
13.364294,38.115562,19/01/2017,10:50,VIA ROMA di fronte al civico 173,F,13.364293999999999,38.115561999999997
13.328286,38.159266,19/01/2017,08:00,VIA INGEGNEROS GIUSEPPE intersezione VIALE STRASBURGO,C,13.328286000000000,38.159266000000002
13.32859,38.128768,20/01/2017,11:25,PIAZZA EINSTEIN ALBERT lato monte,C,13.328590000000000,38.128768000000001
13.333595,38.185635,20/01/2017,18:30,VIALE MARGHERITA DI SAVOIA intersezione VIALE VENERE,C,13.333595000000001,38.185634999999998
13.329454,38.123844,20/01/2017,18:35,VIALE REGIONE SICILIANA pressi svincolo bonagi,C,13.329454000000000,38.123843999999998
13.331718,38.117104,21/01/2017,09:30,VIA NINA SICILIANA intersezione VIA PERPIGNANO,C,13.331718000000000,38.117103999999998
13.353326,38.11968,27/01/2017,17:00,VIA BALSANO SALESIO nr. 1/a,C,13.353325999999999,38.119680000000002
13.329454,38.123844,22/01/2017,20:15,VIALE REGIONE SICILIANA intersezione CORSO CALATAFIMI,C,13.329454000000000,38.123843999999998
13.34885,38.117034,22/01/2017,20:30,VIA LASCARIS COSTANTINO intersezione VIA IMERA,C,13.348850000000001,38.117033999999997
13.329548,38.102771,27/01/2017,17:00,CORSO CALATAFIMI in prossimità di osp.Ingrassia,F,13.329548000000001,38.102770999999997
13.331335,38.123916,23/01/2017,05:30,VIA SAURO NAZARIO intersezione VIA GUALTERIO GIORGIO,C,13.331334999999999,38.123916000000001
13.371427,38.099775,24/01/2017,14:45,VIA ORETO nr. 335 b,C,13.371427000000001,38.099775000000001
13.340228,38.143983,23/01/2017,11:00,VIALE CAMPANIA altezza del civico 5,F,13.340228000000000,38.143982999999999
13.351687,38.120008,25/01/2017,08:00,VIA TURRISI NICOLO' intersezione PZZA ORLANDO VITTORIO EMANUELE,C,13.351687000000000,38.120007999999999
13.322305,38.151742,23/01/2017,14:38,VIALE REGIONE SICILIANA N.O. altezza (inters.) PIAZZALE JOHN LENNON,C,13.322305000000000,38.151741999999999
13.395276,38.102466,25/01/2017,11:30,VIA MESSINA MARINE nr. 399,F,13.395276000000001,38.102466000000000
13.32859,38.128768,24/01/2017,08:58,PIAZZA EINSTEIN ALBERT lato monte,C,13.328590000000000,38.128768000000001
13.322305,38.151742,27/01/2017,19:00,VIALE REGIONE SICILIANA N.O. intersezione con VIA PITRE' GIUSEPPE,F,13.322305000000000,38.151741999999999
13.326648,38.126265,27/01/2017,19:30,VIA DI GIORGI FERDINANDO di fronte 7,F,13.326648000000000,38.126264999999997
13.430829,38.092939,27/01/2017,19:45,VIA GALLETTI altezza del civico 126R,F,13.430828999999999,38.092939000000001
13.363767,38.110344,28/01/2017,03:00,VIA BATTISTI CESARE intersezione con VIA MAQUEDA,F,13.363766999999999,38.110343999999998
13.371222,38.10062,28/01/2017,03:20,VIA ORETO intersezione con VIA BUONRIPOSO,F,13.371221999999999,38.100619999999999
13.333217,38.07786,28/01/2017,06:45,VIA VILLAGRAZIA nr. 40/b,C,13.333216999999999,38.077860000000001
13.346023,38.128206,28/01/2017,08:00,VIA TERRASANTA nr. 9,F,13.346023000000001,38.128205999999999
13.329454,38.123844,27/01/2017,13:30,VIALE REGIONE SICILIANA pressi SOTTOP. LAZIO,F,13.329454000000000,38.123843999999998
13.340834,38.106263,28/01/2017,16:35,VIA CUBA intersezione VIA SALVO ROSARIO,C,13.340833999999999,38.106262999999998
13.367997,38.080873,28/01/2017,16:00,VIA BELMONTE CHIAVELLI altezza del civico 264,F,13.367997000000001,38.080872999999997
13.412225,38.097989,29/01/2017,01:00,VIA MESSINA MARINE intersezione con VIALE AMEDEO D'AOSTA,F,13.412224999999999,38.097988999999998
13.326477,38.156852,29/01/2017,01:54,VIALE STRASBURGO intersezione VIA PRINCIPE DI PANTELLERIA,F,13.326477000000001,38.156852000000001
13.373235,38.117372,29/01/2017,04:30,FORO UMBERTO I di fronte al civico 3A,C,13.373234999999999,38.117372000000003
13.347508,38.125583,29/01/2017,06:30,VIA CUSMANO GIACOMO intersezione con VIA MARCONI GUGLIELMO,F,13.347507999999999,38.125582999999999
13.345284,38.144529,28/01/2017,21:45,PIAZZA DON BOSCO intersezione VIA DEL BERSAGLIERE,F,13.345283999999999,38.144528999999999
13.327055,38.172765,29/01/2017,17:20,PIAZZA PALLAVICINO altezza del civico 35,F,13.327055000000000,38.172764999999998
13.361411,38.09184,30/01/2017,09:25,VIA S.FILIPPO altezza del civico 40,F,13.361411000000000,38.091839999999998
13.324675,38.138276,30/01/2017,09:30,VIALE MICHELANGELO nr. 508,F,13.324674999999999,38.138275999999998
13.328534,38.114636,30/01/2017,14:10,VIA TASCA LANZA intersezione con VIA NAVE,F,13.328533999999999,38.114635999999997
13.322305,38.151742,19/01/2017,14:50,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA LA LOGGIA GAETANO,C,13.322305000000000,38.151741999999999
13.329454,38.123844,24/01/2017,09:00,VIALE REGIONE SICILIANA pressi ENI,C,13.329454000000000,38.123843999999998
13.348489,38.116345,25/01/2017,12:40,VIA ANTINORI ORAZIO di fronte al civico 17,C,13.348489000000001,38.116345000000003
13.340375,38.103827,25/01/2017,00:01,VIA LOI EMANUELA altezza del civico 3,C,13.340375000000000,38.103827000000003
13.367959,38.105823,26/01/2017,18:30,VIA ORETO nr. 190,F,13.367959000000001,38.105823000000001
13.343087,38.12713,27/01/2017,18:30,VIA MALASPINA altezza (inters.) VIA CANTORE ANTONINO GEN.,F,13.343087000000001,38.127130000000001
13.317376,38.105051,29/01/2017,18:00,VILLA NAVE intersezione VIA DONZELLI FRANCESCO,F,13.317375999999999,38.105051000000003
13.329454,38.123844,30/01/2017,17:00,VIALE REGIONE SICILIANA intersezione con VIA DE SANCTIS FRANCESCO,F,13.329454000000000,38.123843999999998
13.344697,38.132605,30/01/2017,19:50,VIA NOTARBARTOLO EMANUELE di fronte 29,F,13.344697000000000,38.132604999999998
13.393251,38.087813,31/01/2017,00:20,VIALE REGIONE SICILIANA S.E. in prossimità di via Oreto,F,13.393250999999999,38.087812999999997
13.322305,38.151742,30/01/2017,16:00,VIALE REGIONE SICILIANA N.O. intersezione VIA MACCIONELLO,C,13.322305000000000,38.151741999999999
13.335273,38.145377,30/01/2017,09:15,VIA RESTIVO EMPEDOCLE intersezione VIA MARCHE,F,13.335273000000001,38.145377000000003
13.403103,38.093693,31/01/2017,05:45,VIA PECORAINO FILIPPO intersezione con VIA CORSELLI RODOLFO GEN.,F,13.403103000000000,38.093693000000002
13.333595,38.185635,31/01/2017,10:30,VIALE MARGHERITA DI SAVOIA intersezione con VIALE VENERE,C,13.333595000000001,38.185634999999998
13.348798,38.13524,31/01/2017,11:10,VIA DELLA LIBERTA' intersezione VIA CATANIA,C,13.348798000000000,38.135240000000003
13.332479,38.14193,31/01/2017,12:15,VIA AQUILEIA nr. 56/A,F,13.332478999999999,38.141930000000002
13.313651,38.127873,31/01/2017,13:20,VIA CASALINI altezza del civico 77,F,13.313651000000000,38.127873000000001
13.318983,38.198682,31/01/2017,20:10,VIALE GALATEA altezza del civico 45,R,13.318982999999999,38.198681999999998
13.374308,38.116668,31/01/2017,18:00,FORO UMBERTO I altezza (spec.) porta dei greci,F,13.374307999999999,38.116667999999997
13.326135,38.157474,01/02/2017,08:35,VIALE STRASBURGO nr. 203,F,13.326135000000001,38.157474000000001
13.370394,38.116775,01/02/2017,05:00,VIA DEL QUATTRO APRILE altezza del civico 9,F,13.370393999999999,38.116774999999997
13.354943,38.124847,01/02/2017,06:45,PIAZZA CASTELNUOVO intersezione con PIAZZA SETTIMO RUGGERO,F,13.354943000000000,38.124847000000003
13.312713,38.136664,01/02/2017,09:00,VIA BESIO GIACOMO intersezione con VIA BRUNELLESCHI FILIPPO,F,13.312713000000000,38.136664000000003
13.369272,38.111844,01/02/2017,13:00,VIA LINCOLN altezza del civico 90/a,F,13.369272000000000,38.111843999999998
13.337114,38.102074,01/02/2017,18:45,VIA SCHIFANI VITO altezza (spec.) L.GO MONTINARI,F,13.337114000000000,38.102074000000002
13.336348,38.153269,01/02/2017,20:45,VIA VILLA SOFIA altezza del civico 13,F,13.336347999999999,38.153269000000002
13.318353,38.164602,02/02/2017,02:00,VIA S.LORENZO altezza del civico 284,C,13.318353000000000,38.164602000000002
13.315756,38.126652,02/02/2017,08:00,VIALE LEONARDO DA VINCI nr. 392,F,13.315756000000000,38.126652000000000
13.337339,38.141918,02/02/2017,09:45,VIALE LAZIO intersezione con VIA GUIDO D'AREZZO,F,13.337339000000000,38.141917999999997
13.325273,38.133331,02/02/2017,11:15,VIA BERNINI GIAN LORENZO altezza del civico 42,F,13.325272999999999,38.133330999999998
13.351088,38.100102,02/02/2017,13:30,VIA ROCCELLA GUSTAVO altezza del civico 59,F,13.351088000000001,38.100102000000000
13.320001,38.096455,02/02/2017,14:20,VIA TERRANOVA nr. 31,C,13.320001000000000,38.096454999999999
13.3361,38.112403,02/02/2017,11:45,VIA SICCHERIA QUATTRO CAMERE altezza (spec.) via cappuccini,F,13.336100000000000,38.112403000000000
13.334668,38.140523,23/01/2017,18:30,VIA ZAPPALA' GIOVANNI altezza del civico 55,F,13.334668000000001,38.140523000000002
13.365227,38.117574,19/01/2017,19:00,PIAZZA GARRAFFELLO a mt. vitt emanuele,C,13.365227000000001,38.117573999999998
13.347385,38.122953,31/01/2017,17:30,VIA DANTE intersezione con VIA SERRADIFALCO,F,13.347384999999999,38.122953000000003
13.348663,38.11792,23/01/2017,14:00,VIA IMERA pressi 8,C,13.348663000000000,38.117919999999998
13.356398,38.122692,31/01/2017,18:55,PIAZZA MORO ALDO intersezione con VIA STABILE MARIANO,C,13.356398000000000,38.122692000000001
13.360383,38.130068,31/01/2017,18:30,VIA CRISPI FRANCESCO nr. 282,C,13.360383000000001,38.130068000000001
13.36758,38.118648,31/01/2017,13:15,VIA CALA altezza (spec.) SEM PED S.MARIA,F,13.367580000000000,38.118648000000000
13.326477,38.156852,01/02/2017,17:50,VIALE STRASBURGO in prossimità di via nuova,F,13.326477000000001,38.156852000000001
13.337339,38.141918,30/01/2017,18:50,VIALE LAZIO intersezione con VIA LOMBARDIA,C,13.337339000000000,38.141917999999997
13.346708,38.154041,01/02/2017,10:15,VIALE ERCOLE altezza (spec.) canc giusino,F,13.346708000000000,38.154040999999999
13.320047,38.0988,02/02/2017,22:00,CORSO CALATAFIMI nr. 744,F,13.320047000000001,38.098799999999997
13.312782,38.137856,03/02/2017,08:10,VIA BRUNELLESCHI FILIPPO altezza del civico 52,F,13.312782000000000,38.137855999999999
13.326477,38.156852,03/02/2017,07:55,VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE,F,13.326477000000001,38.156852000000001
13.347385,38.122953,16/01/2017,23:15,VIA DANTE altezza (inters.) VIA SERRADIFALCO,C,13.347384999999999,38.122953000000003
13.304819,38.120538,03/02/2017,15:25,VIA ROCCAZZO altezza del civico 138,C,13.304819000000000,38.120538000000003
13.337088,38.124537,03/02/2017,15:30,VIA AVERSA TOMMASO altezza del civico 53,F,13.337088000000000,38.124536999999997
13.365944,38.093186,03/02/2017,18:10,VIA DELL'ORSA MINORE altezza del civico 67,F,13.365944000000001,38.093186000000003
13.339605,38.137847,13/01/2017,17:45,VIA VASTA PIETRO PAOLO nr. 2,C,13.339605000000001,38.137847000000001
13.348447,38.138376,03/02/2017,20:50,VIA GARGALLO TOMMASO intersezione con VIALE MARCHESE DI VILLABIANCA,F,13.348447000000000,38.138376000000001
13.317881,38.2014,04/02/2017,03:30,VIA DIOMEDE altezza del civico 9,C,13.317881000000000,38.201400000000000
13.349708,38.108835,04/02/2017,09:00,CORSO PISANI PIETRO altezza del civico 40,F,13.349708000000000,38.108834999999999
13.356542,38.130791,04/02/2017,09:15,VIA ALBANESE ENRICO intersezione con VIA CASTRIOTA GIORGIO,C,13.356541999999999,38.130791000000002
13.363225,38.093786,04/02/2017,15:15,VIA DELL'ORSA MAGGIORE intersezione con VIA SANFILIPPO SALVATORE,C,13.363225000000000,38.093786000000001
13.329058,38.120254,04/02/2017,16:15,VIALE REGIONE SICILIANA N.O. carr. laterale altezza 1885,F,13.329058000000000,38.120254000000003
13.35826,38.125829,04/02/2017,19:20,VIA ROMA nr. 531,F,13.358260000000000,38.125829000000003
13.32372,38.077654,04/02/2017,21:00,STRADA STATALE 624 altezza (spec.) Km 2,C,13.323720000000000,38.077654000000003
13.354629,38.13294,04/02/2017,23:45,VIA VENTURA GIOACCHINO intersezione con VIA DELLE CROCI,F,13.354628999999999,38.132939999999998
13.360556,38.125262,05/02/2017,04:15,VIA PRINCIPE DI SCORDIA intersezione VIA GRAVINA AMMIRAGLIO,F,13.360556000000001,38.125261999999999
13.331335,38.123916,05/02/2017,04:45,VIA SAURO NAZARIO altezza del civico D.F. 22,F,13.331334999999999,38.123916000000001
13.34701,38.100048,05/02/2017,02:00,VIA BASILE ERNESTO altezza (inters.) VIA ARTALE VITO GEN.,F,13.347009999999999,38.100048000000001
13.412225,38.097989,05/02/2017,14:45,VIA MESSINA MARINE intersezione con VIALE AMEDEO D'AOSTA,C,13.412224999999999,38.097988999999998
13.342602,38.132701,05/02/2017,16:20,PIAZZA BOIARDO MATTEO MARIA di fronte al civico 7,F,13.342601999999999,38.132700999999997
13.326161,38.201346,05/02/2017,18:45,VIA GLAUCO altezza del civico 2,F,13.326161000000001,38.201346000000001
13.337339,38.141918,06/02/2017,01:15,VIALE LAZIO intersezione VIA ZAPPALA' GIOVANNI,F,13.337339000000000,38.141917999999997
13.374308,38.116668,06/02/2017,00:30,FORO UMBERTO I altezza (inters.) VIA VITTORIO EMANUELE,F,13.374307999999999,38.116667999999997
13.33919,38.143673,06/02/2017,04:20,VIA BRIGATA VERONA altezza (inters.) VIA CALABRIA,C,13.339190000000000,38.143673000000000
13.338271,38.156044,06/02/2017,07:25,VIALE DEL FANTE intersezione con VIA CASSARA' ANTONINO,F,13.338271000000001,38.156044000000001
13.342446,38.146817,06/02/2017,10:15,VIA VALGUARNERA SIMONE altezza (inters.) VIA DEI LEONI,C,13.342446000000001,38.146816999999999
13.355625,38.12432,06/02/2017,12:00,PIAZZA CASTELNUOVO nr. 15,F,13.355625000000000,38.124319999999997
13.328995,38.11321,03/02/2017,09:25,VIA TASCA LANZA altezza del civico 106,C,13.328995000000001,38.113210000000002
13.345515,38.138298,06/02/2017,14:00,VIA D'ANNUNZIO GABRIELE altezza del civico 20,F,13.345515000000001,38.138297999999999
13.331335,38.123916,20/01/2017,09:00,VIA SAURO NAZARIO nr. P.ZZA NOCE,F,13.331334999999999,38.123916000000001
13.333815,38.149447,31/01/2017,12:15,VIALE DE GASPERI ALCIDE intersezione PIAZZA FRANCESE MARIO,F,13.333815000000000,38.149447000000002
13.357062,38.12111,04/02/2017,16:00,PIAZZA VERDI GIUSEPPE altezza del civico 59,F,13.357062000000001,38.121110000000002
13.32069,38.127029,06/02/2017,14:20,VIALE LEONARDO DA VINCI intersezione con VIA SILVESTRI IGNAZIO,F,13.320690000000001,38.127029000000000
13.337339,38.141918,06/02/2017,15:40,VIALE LAZIO intersezione VIA ZAPPALA' GIOVANNI,F,13.337339000000000,38.141917999999997
13.347397,38.094646,06/02/2017,12:30,VIA ROCCELLA GUSTAVO altezza del civico 209,F,13.347397000000001,38.094645999999997
13.3396,38.124058,06/02/2017,01:15,VIA SERRADIFALCO altezza del civico 90,C,13.339600000000001,38.124057999999998
13.432295,38.082276,06/02/2017,16:25,VIA MESSINA MONTAGNE altezza del civico 13,F,13.432295000000000,38.082276000000000
13.351336,38.122235,06/02/2017,19:50,PIAZZA AMENDOLA GIOVANNI altezza del civico 38,F,13.351336000000000,38.122235000000003
13.333146,38.134981,04/02/2017,08:15,VIALE GALILEO GALILEI intersezione con VIA GIOTTO,C,13.333145999999999,38.134981000000003
13.322305,38.151742,07/02/2017,10:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA PERPIGNANO,C,13.322305000000000,38.151741999999999
13.365382,38.138233,07/02/2017,10:00,VIA FOSSI AI di fronte al civico 25,C,13.365382000000000,38.138233000000000
13.338271,38.156044,07/02/2017,10:45,VIALE DEL FANTE altezza (inters.) PIAZZA NISCEMI,F,13.338271000000001,38.156044000000001
13.316175,38.135984,07/02/2017,11:30,VIALE MICHELANGELO di fronte VIA F. PALADINI,F,13.316174999999999,38.135984000000001
13.3309,38.193661,07/02/2017,14:30,VIA ARGONAUTI intersezione con VIALE ITALIA,C,13.330900000000000,38.193660999999999
13.298917,38.176091,07/02/2017,14:45,VIA TOMMASO NATALE nr. 78/G,F,13.298916999999999,38.176091000000000
13.380673,38.101898,07/02/2017,22:00,CORSO DEI MILLE altezza del civico 467,F,13.380673000000000,38.101897999999998
13.338984,38.144641,07/02/2017,22:00,VIALE CAMPANIA intersezione con VIALE EMILIA,F,13.338984000000000,38.144641000000000
13.333595,38.185635,08/02/2017,08:00,VIALE MARGHERITA DI SAVOIA altezza del civico 1,C,13.333595000000001,38.185634999999998
13.364421,38.111129,08/02/2017,10:15,VIA MAQUEDA altezza del civico 41,F,13.364421000000000,38.111128999999998
13.328597,38.168501,08/02/2017,18:00,VIALE DUCA DEGLI ABRUZZI a mt. 58daviadeiquart,F,13.328597000000000,38.168500999999999
13.334293,38.101374,08/02/2017,18:45,VIALE MARIA SS. MEDIATRICE intersezione con VIA SCHIFANI VITO,F,13.334293000000001,38.101374000000000
13.364002,38.137373,08/02/2017,18:30,VIA DEI CANTIERI di fronte al civico 82,F,13.364001999999999,38.137372999999997
13.406579,38.097679,09/02/2017,00:01,VIA SACCO E VANZETTI nr. 98,F,13.406579000000001,38.097678999999999
13.369052,38.119361,09/02/2017,02:00,VIA CALA pressi PORTA FELICE,C,13.369052000000000,38.119360999999998
13.369052,38.119361,09/02/2017,02:30,VIA CALA pressi porta felice,C,13.369052000000000,38.119360999999998
13.340474,38.128697,09/02/2017,01:00,VIA MALASPINA altezza del civico 215,C,13.340474000000000,38.128697000000003
13.31291,38.196708,09/02/2017,08:30,VIA IANDOLINO LORENZO intersezione VIA CASTELFORTE,C,13.312910000000000,38.196708000000001
13.305071,38.131112,09/02/2017,09:15,VIALE MICHELANGELO altezza del civico 2422,F,13.305071000000000,38.131112000000002
13.332605,38.140052,09/02/2017,10:30,VIALE LAZIO altezza del civico 134,F,13.332604999999999,38.140051999999997
13.363644,38.147048,09/02/2017,11:00,VIA CASTELLANA BANDIERA intersezione con VIA PERALTA GUGLIELMO,F,13.363644000000001,38.147047999999998
13.360586,38.130106,25/01/2017,11:00,VIA CRISPI FRANCESCO nr. 280,C,13.360586000000000,38.130105999999998
13.363197,38.125733,26/01/2017,16:45,VIA CRISPI FRANCESCO altezza (spec.) MOLO S. LUCIA,C,13.363197000000000,38.125732999999997
13.341529,38.119447,26/01/2017,14:25,PIAZZA PRINCIPE DI CAMPOREALE intersezione VIA GILI PAOLO,C,13.341529000000000,38.119447000000001
13.359617,38.131025,31/01/2017,20:10,PIAZZA DELLA PACE intersezione VIA CRISPI FRANCESCO,C,13.359617000000000,38.131025000000001
13.328471,38.124767,03/02/2017,17:00,VIA NUZZO DOMENICO MASSIMO di fronte al civico 2324 A,F,13.328471000000000,38.124766999999999
13.374308,38.116668,06/02/2017,14:30,FORO UMBERTO I s.n.c.,C,13.374307999999999,38.116667999999997
13.363197,38.125733,06/02/2017,17:45,VIA CRISPI FRANCESCO intersezione VIA DELLO SPEZIALE,C,13.363197000000000,38.125732999999997
13.32859,38.128768,07/02/2017,08:15,PIAZZA EINSTEIN ALBERT s.n.c.,C,13.328590000000000,38.128768000000001
